id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1884481,Double/twin bedroom en-suite,9002395,Irene,,Newington and Dalkeith Road,55.934112548828125,-3.1729540824890137,Private room,115,1,2,2024-04-01,0.33,3,221,2,
1894952,New Town Apartment - 5 Bedroom,1521996,Armando,,"Old Town, Princes Street and Leith Street",55.95624,-3.19187,Entire home/apt,,2,197,2024-08-08,1.51,3,0,32,
1900156,Garden flat Edinburgh city centre,8081157,Wietze,,"Canongate, Southside and Dumbiedykes",55.9437,-3.18457,Entire home/apt,250,2,39,2024-08-22,1.01,1,195,23,
1904499,Spectacular Central Edinburgh Flat,9887096,Duncan,,New Town East and Gayfield,55.96023,-3.18496,Entire home/apt,204,2,50,2024-07-18,0.39,1,207,7,
1917933,Charming flat in Georgian house,9943983,Dawn,,Stockbridge,55.95648,-3.2116,Entire home/apt,107,1,513,2024-09-10,3.94,1,232,59,
1920609,Castle View,9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,159,3,421,2024-09-06,3.28,5,43,43,EH-70280-P
1933587,Serenity Single Room in the Dell,7407689,Anne-Marie,,Colinton and Kingsknowe,55.91003,-3.25587,Private room,40,2,140,2024-08-24,1.11,3,216,20,
1935248,Edinburgh Palace Apartment near Royal Mile,10014078,Lynn,,Abbeyhill,55.95438,-3.16924,Entire home/apt,119,1,41,2024-05-23,0.68,2,304,7,EH-71025-P
1949182,Royal Mile Apartment Edinburgh,10078285,Click And Rent Edinburgh,,"Old Town, Princes Street and Leith Street",55.95062,-3.18655,Entire home/apt,127,2,602,2024-08-27,4.59,14,8,39,
1965597,Shaftesbury Park - Your home from home,10153319,Anke-Beate,,Shandon,55.93312,-3.22896,Entire home/apt,127,3,587,2024-09-09,4.55,1,169,55,EH-68731-F
1972893,Incredibly central 18th c 3bdr flat,10186927,Gordon,,"Old Town, Princes Street and Leith Street",55.95395,-3.18676,Entire home/apt,208,2,84,2024-09-12,0.65,1,242,36,
1979357,Spacious Canalside Apartment,10215306,Yana,,Polwarth,55.938431,-3.218362,Entire home/apt,121,7,316,2024-09-08,2.41,1,31,34,
1998782,Large Duplex Flat with Roof Balcony,10273399,Dave,,Great Junction Street,55.97229,-3.17317,Entire home/apt,193,3,39,2024-08-14,0.30,3,241,2,211244/230/04050
2007129,Stylish & Spacious Grassmarket 2bed/2bath,9426429,Tony,,"Old Town, Princes Street and Leith Street",55.94804,-3.194116,Entire home/apt,250,3,496,2024-09-02,3.81,1,55,52,
2010234,"Cosy Edinburgh cottage, near Portobello beach",10344877,Fiona,,Duddingston and Portobello South,55.94478,-3.11744,Entire home/apt,185,3,45,2024-08-19,0.36,1,257,10,
2081006,Quartermile Luxury Apartment,6200921,Eddie,,Meadows and Southside,55.943977,-3.192575,Entire home/apt,161,2,155,2024-09-08,1.24,22,279,62,EH-67980-F
2129337,"Charming room in Stockbridge, close to city center",5008572,Abi,,Stockbridge,55.95871,-3.21717,Private room,110,2,117,2024-09-08,0.90,1,34,11,
2130644,Charming stone house,6583131,Daphne,,Newington and Dalkeith Road,55.93423,-3.17081,Private room,,1,128,2024-09-01,0.98,3,0,14,
2154598,Stylish Apartment near Royal Mile with Netflix!,3383535,Mario,,Abbeyhill,55.95501,-3.16758,Entire home/apt,246,1,428,2024-04-28,3.34,3,98,1,EH-73590-P
2164211,Delightful Georgian Pied-à-Terre in Central New Town,11042962,Weng & Martin,,Stockbridge,55.95432,-3.21004,Entire home/apt,185,5,162,2024-09-08,1.27,1,174,19,EH-66108-F
2186058,fabulous double en suite annexe,5021059,Kim,,Great Junction Street,55.97224,-3.17473,Private room,92,2,59,2024-09-03,0.48,2,299,24,
2213879,"Large, sunny Edinburgh Apartment",4321390,Les,,New Town West,55.95552,-3.19359,Entire home/apt,,20,24,2018-08-21,0.19,1,0,0,
2214080,Super 2 bedroom 2 bathroom cityflat,236828,Francois,,Deans Village,55.9517936706543,-3.221411943435669,Entire home/apt,114,4,73,2024-09-06,0.70,12,44,36,
2214202,Royal Mile Old Town Edinb'gh Castle,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.95028,-3.193,Entire home/apt,455,3,355,2024-09-05,2.74,7,316,47,
2214683,Spacious City Centre Apartment,236828,Francois,,New Town West,55.95679,-3.20121,Entire home/apt,,5,45,2024-08-26,0.36,12,7,20,
2220535,Royal Mile near Edinburgh Castle,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.94938,-3.19256,Entire home/apt,414,3,367,2024-08-30,2.84,7,309,51,
2220578,Stately Georgian Family Townhouse with Castle Views,3810279,Frederika And Agnes,,Deans Village,55.95301,-3.20368,Entire home/apt,785,2,126,2024-09-02,1.11,2,66,11,
2255294,"Beautiful, Spacious, en-suite, twin room",11517033,Rose,,Moredun and Craigour,55.91167,-3.1424,Private room,136,2,92,2024-08-26,0.74,3,120,20,
2269972,Stunning 2 bedroom apartement,11592257,Heather,,Meadowbank and Abbeyhill North,55.95516,-3.15984,Entire home/apt,350,5,106,2024-08-25,0.86,1,54,16,
2295392,Dovecot Mews Apartment,11724626,Kirsty,,Corstorphine,55.93791,-3.28118,Entire home/apt,141,2,214,2024-08-30,2.16,1,307,30,
2377895,Fantastic Loft Style Apartment,7668608,Georgy,,Pilrig,55.96517,-3.17967,Entire home/apt,170,12,93,2024-08-07,0.73,1,8,9,
2386004,Stunning Castle View Apartment in The Old Town,12144248,Aileen,,"Old Town, Princes Street and Leith Street",55.9468788,-3.1972049,Entire home/apt,166,2,748,2024-09-02,5.94,3,77,82,EH-69315-F
2462829,"Under the Castle, Grassmarket",9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.94661,-3.19937,Entire home/apt,159,3,388,2024-08-29,3.04,5,60,47,EH-68563-F
2469735,"Rose St 3, city centre, 2 mins to Princes St",9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.9521,-3.20062,Entire home/apt,167,3,366,2024-09-01,2.90,5,60,42,EH-68499-F
2472871,"Rose St 4, City Centre, 3 mins Princes St and tram",9956038,Lynne,,"Old Town, Princes Street and Leith Street",55.95211,-3.20062,Entire home/apt,159,3,321,2024-09-04,2.54,5,81,29,EH-68500-P
2477721,"Beautiful, Spacious, Twin Room",11517033,Rose,,Moredun and Craigour,55.91178,-3.14247,Private room,151,2,99,2024-08-21,0.78,3,127,11,
2512394,Fabulous Festival Detached Home -free parking,5426034,Corinne,,Merchiston and Greenhill,55.93422,-3.20645,Entire home/apt,,3,20,2024-06-09,0.16,1,0,2,
2515153,"V Central Holiday Flat, castle view",3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,,3,38,2024-08-22,0.31,1,0,2,
2541266,Lovely ensuite room in Georgian flat nr Botanics,13013412,Mhairi,,"Inverleith, Goldenacre and Warriston",55.96942,-3.20774,Private room,63,2,360,2024-08-08,2.86,1,149,48,
2634585,Lovely Victorian spacious flat close to centre,13490569,Julie,,Meadowbank and Abbeyhill North,55.95807,-3.17055,Entire home/apt,171,3,257,2024-09-11,2.03,1,28,32,Short Term Let Licence EH-70597-F
2647950,Greenhill Garden Studio,13319580,Amanda,,Merchiston and Greenhill,55.93402,-3.20438,Entire home/apt,146,3,330,2024-08-30,2.61,1,241,41,EH-70752-F
2677496,"Abbey , Nice Edinburgh CityCenter Apartment",8047634,Uwe,,Meadowbank and Abbeyhill North,55.95775,-3.16658,Entire home/apt,110,1,179,2024-08-21,1.48,3,251,10,
2698217,Small Central Flat Near Royal Mile,13808935,Helen,,"Canongate, Southside and Dumbiedykes",55.9482,-3.17826,Entire home/apt,120,3,452,2024-09-09,3.57,1,92,54,
2712876,4 bed Georgian flat in Edinburgh,13883558,Paul,,New Town West,55.95799,-3.19901,Entire home/apt,216,7,27,2023-08-26,0.22,1,12,0,
2716000,Castle View Apartment - great reviews,13396313,David,,"Old Town, Princes Street and Leith Street",55.9467,-3.19951,Entire home/apt,120,2,932,2024-08-29,7.47,3,104,101,
2825280,Beautiful City Centre Apt With Park View,14453668,Graeme,,Hillside and Calton Hill,55.95992,-3.17598,Private room,100,2,114,2023-09-22,1.11,3,6,2,
2832508,"Bethlehem way, Edinburgh , Scotland",14490818,Ross,,Restalrig and Lochend,55.963543,-3.160723,Entire home/apt,110,3,180,2024-09-03,1.47,1,312,41,
2840524,Beautiful city centre apartment,14528179,Veronique,,New Town West,55.95645,-3.19751,Entire home/apt,140,5,409,2024-09-09,3.39,2,75,48,EH-67681-F
2852317,Light spacious room in residential crescent,14584317,Sue,,Deans Village,55.94804,-3.22125,Private room,63,3,178,2024-09-05,2.28,1,89,45,EH-64050-F
2874574,"Lovely room in central, historic flat.",13894819,Maia,,Marchmont East and Sciennes,55.93845,-3.19487,Private room,102,3,176,2024-09-07,2.02,1,35,10,
2877843,Lovely apart in Grange nr Marchmont & Morningside,281109,Rona,,The Grange,55.9281,-3.19216,Entire home/apt,205,4,56,2024-08-27,0.49,2,210,13,
3001225,LUXURY EDINBURGH APARTMENT,11090178,Kate,,Canonmills and New Town North,55.95792,-3.19499,Entire home/apt,657,2,81,2024-08-29,0.67,1,307,14,
3029710,Garden Flat in Edinburgh,9643510,Katie,,Leith (Hermitage and Prospect Bank),55.96812,-3.16049,Entire home/apt,225,2,17,2017-08-27,0.14,2,248,0,
3034518,Nice Central Flat Walk to Princes StreetRoyal MIle,15456539,Bryan,,Meadowbank and Abbeyhill North,55.95786,-3.16803,Entire home/apt,126,5,169,2024-09-01,1.51,1,42,19,
3049374,Fabulous 4 Bedroom Festival  Meadows Flat,15524357,Vicki,,Marchmont East and Sciennes,55.93897,-3.19253,Entire home/apt,,4,16,2024-08-17,0.15,2,1,3,
3059242,Oxford Apartment,15332665,Mohammed Shahzad,,Newington and Dalkeith Road,55.93988983212844,-3.177468558196374,Entire home/apt,227,3,60,2024-08-22,0.48,1,63,22,
3088183,Elegant New Town Georgian city centre flat,3967512,Keith,,New Town West,55.95598867164359,-3.193561029595992,Entire home/apt,279,3,412,2024-08-25,3.32,5,283,71,
3100828,Royal Mile apartment - Old Tolbooth,10763940,Gary,,"Canongate, Southside and Dumbiedykes",55.95117,-3.1799,Entire home/apt,225,3,500,2024-08-26,3.98,1,270,68,
3110261,Comfortable convenient room,6583131,Daphne,,Newington and Dalkeith Road,55.93296,-3.17084,Private room,,1,122,2024-09-09,1.00,3,0,35,
3110346,"Spacious, luxurious Edinburgh flat",15808052,Duncan,,Great Junction Street,55.97355,-3.17628,Entire home/apt,250,2,448,2024-08-29,3.62,1,31,57,
3152178,"Broompark, Liberton",4048288,Martin,,Liberton West and Braid Hills,55.9082,-3.18477,Entire home/apt,240,5,11,2024-07-30,0.09,9,152,5,EH-69740-F
3205745,"Modern,Spacious City Apartment Free Parking & WiFi",16243252,Slawomir,,Meadowbank and Abbeyhill North,55.95836,-3.16189,Entire home/apt,200,3,270,2024-09-11,2.22,2,60,46,EH-69628-F
3211869,MODERN 3 BED - CITY-CENTRE sleeps 7,16271752,Paul,,Abbeyhill,55.95408,-3.16664,Entire home/apt,301,2,339,2024-09-03,2.78,3,273,51,
3215597,Airy Apartment in Converted Warehouse,168477,Katie,,"Old Town, Princes Street and Leith Street",55.94925,-3.18765,Entire home/apt,168,3,196,2024-09-06,1.58,1,123,52,EH-69766-F
3230067,Shortbread Stay,10360329,Jenny,,Great Junction Street,55.96992,-3.17834,Private room,100,2,282,2024-09-05,2.27,1,9,43,
3245407,"City Haven Apartment ,Free parking",1297674,Edinburgh,,Broughton North and Powderhall,55.96477,-3.19713,Entire home/apt,180,2,53,2024-06-16,0.43,1,302,7,
3267032,Basic Private room (x4),15823528,Gianluca,,Slateford and Chesser,55.933128356933594,-3.2409133911132812,Private room,,1,176,2024-09-01,1.42,2,0,9,
3275122,1 Bed 1 Bath ROYAL MILE RESIDENCE,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95041,-3.18792,Entire home/apt,192,5,58,2024-08-11,0.49,14,300,17,
3311256,Large room with 2 double beds + offstreet parking,16302327,Karen,,Drylaw,55.96209,-3.25193,Private room,59,2,319,2024-09-08,2.57,1,95,50,EH-76395-F
3314492,Cosy Double in Stockbridge,16736517,Isabel,,Comely Bank,55.95755,-3.21673,Private room,76,1,494,2024-09-06,4.06,1,62,60,101002070033
3332451,City Centre Main Door Apartment Gr8 Reviews,16823864,Paul,,Hillside and Calton Hill,55.96123,-3.1816,Entire home/apt,218,3,109,2024-09-09,0.89,2,16,18,
3352690,Cosy Top Floor Home by St Mark's Park / Broughton,13152945,William,,Broughton North and Powderhall,55.96563,-3.19004,Entire home/apt,151,3,270,2024-08-30,2.20,1,103,23,EH-69936-P
3381793,3 bed flat to let in Newington (SS),7268167,John,,"Canongate, Southside and Dumbiedykes",55.94467,-3.18183,Entire home/apt,205,2,50,2024-08-15,0.41,3,27,5,
3388434,Have a beautiful park view and walk everywhere,17095934,Margaret,,Marchmont East and Sciennes,55.93872,-3.18538,Private room,124,3,165,2024-08-26,1.46,1,12,33,
3393747,Half a mile from Holyrood Palace & Royal Mile!,1942840,Yvonne,,Hillside and Calton Hill,55.96136,-3.17344,Entire home/apt,150,5,405,2024-08-23,3.29,3,164,21,101002084764
3396973,Central New Town Apartment - Licence EH-69656-F,6984348,Mel & Scott,,"Old Town, Princes Street and Leith Street",55.95609,-3.19132,Entire home/apt,414,2,193,2024-06-29,1.56,1,111,11,EH-69656-F
3399241,Top Royal Mile Old Town 2 Bedroom,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.95034,-3.19382,Entire home/apt,393,3,316,2024-08-07,2.68,7,330,45,
3401399,Beautiful 3 bedroom festival flat.,3503210,Toby,,Meadows and Southside,55.94194,-3.18114,Entire home/apt,220,25,8,2018-01-02,0.07,4,346,0,EH-70315-P
3421514,"Peaceful Room, Relaxing home, Garden and Sea Views",17246644,Courtney,,Trinity,55.97872,-3.21236,Private room,69,1,310,2024-08-30,2.52,1,110,47,
3428477,The Castle Esplanade Residence,646220,Reserve,,"Old Town, Princes Street and Leith Street",55.94801,-3.19503,Entire home/apt,285,1,82,2024-08-29,0.77,46,232,12,
3444178,Stylish New Town Home,369516,Flure,,New Town West,55.95645,-3.19993,Entire home/apt,501,3,61,2024-09-05,0.50,1,313,17,
3458069,Short-term and Festival Let,2923933,Abdullah,,Tollcross,55.94569,-3.21003,Entire home/apt,500,2,3,2015-07-05,0.03,1,35,0,
3472461,City Studio in Trendy New Town,17493242,Andrew,,New Town West,55.95761,-3.2004,Entire home/apt,156,3,137,2024-09-08,1.11,1,38,62,EH-70264-F
3477394,Sunny flat by the Shore,17514940,Jon,,The Shore and Constitution Street,55.9776,-3.1678,Entire home/apt,60,4,58,2021-08-24,0.47,1,0,0,
3486825,Classic West End New Town 2Bed Flat,17557637,Paul,,Deans Village,55.9458,-3.22023,Entire home/apt,,3,182,2024-08-25,1.48,1,0,20,Application Reference 101002336773
3496863,City retreat mews edinburgh Centre,6748379,City Retreat,,"Old Town, Princes Street and Leith Street",55.95656,-3.19207,Entire home/apt,571,2,143,2024-08-26,1.19,8,288,34,
3502135,"Elegant apartment, Stockbridge",17633392,David,,Stockbridge,55.95843,-3.21154,Entire home/apt,150,2,208,2024-08-25,1.71,3,247,31,
3504912,"Chic apartment, Stockbridge",17633392,David,,New Town West,55.9574,-3.20699,Entire home/apt,130,2,285,2024-08-26,2.39,3,264,38,
3505149,"Big and Beautiful apartment, Leith",17633392,David,,South Leith,55.97148,-3.16797,Entire home/apt,325,2,144,2024-08-12,1.18,3,215,10,
3515307,Royal Mile by Castle in Old Town,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.94864,-3.19312,Entire home/apt,393,3,264,2024-08-26,2.15,7,327,39,
3562412,"Characterful flat, Edinburgh centre",17935105,Stephen,,New Town West,55.95729,-3.20422,Entire home/apt,,2,504,2024-09-07,4.10,1,0,17,
3599607,The Coates Gardens Residence,646220,Reserve,,Deans Village,55.94878,-3.22041,Entire home/apt,250,1,14,2024-08-11,0.18,46,205,1,
3601764,Charming Georgian flat in great location,18146785,Chris,,Canonmills and New Town North,55.961578369140625,-3.201414108276367,Private room,105,2,310,2024-09-11,2.80,1,32,79,
3604022,Georgian Gem,8238902,Stephanie,,Stockbridge,55.95437,-3.21329,Entire home/apt,330,2,75,2024-08-27,0.61,1,333,19,EH -70227- F
3613425,Auld Pottery-Charming & Central Licence EH-68325-F,3028848,Henry,,Dalry and Fountainbridge,55.94398,-3.21151,Entire home/apt,150,2,212,2024-05-07,1.82,1,154,11,
3621547,Five Bedroom City Centre Flat,16107719,Moira,,Meadows and Southside,55.94409,-3.19841,Entire home/apt,357,2,154,2023-09-25,1.26,2,260,2,
3636360,Super Edinburgh Family Home,18337780,Lincoln & Sheena,,Marchmont West,55.93848,-3.20048,Entire home/apt,,7,6,2019-08-11,0.05,1,0,0,
3639902,Artists Mews House near City Centre,18370468,Fiona,,Stockbridge,55.9554,-3.21444,Entire home/apt,195,3,510,2024-08-23,4.15,2,274,54,
3642816,Spacious 2 Bed Trinity Flat,6125933,Andrew,,Trinity East and The Dudleys,55.97744,-3.19654,Entire home/apt,140,5,21,2023-08-23,0.17,1,2,0,
3644426,"Historic Lodge Near Edin Airport, City Centre, RHS",18405798,Judith,,"Ratho, Ingliston and Gogar",55.93927,-3.37513,Entire home/apt,200,1,75,2023-09-25,0.61,1,215,3,
3649003,Kell's Place,4349278,Kelly,,Meadows and Southside,55.9435,-3.1841,Entire home/apt,88,3,611,2024-09-04,4.95,1,57,83,
3650472,Lovely Top Floor - 1 Bed Flat - Traditional style,15001796,Jamie,,Gorgie East,55.93744,-3.23264,Entire home/apt,,20,76,2023-09-30,0.62,1,5,3,
3669030,Top Royal Mile Lawnmarket Old Town,11294137,Paul,,"Old Town, Princes Street and Leith Street",55.9485,-3.19477,Entire home/apt,436,3,286,2024-09-04,2.33,7,325,46,
3676452,"Central & Spacious Edinburgh Flat, Sleeps 4",17470057,Amy And Eloi,,Abbeyhill,55.95722,-3.1709,Entire home/apt,148,3,90,2024-08-29,0.73,1,167,47,
3691787,Double ensuite room in quiet area near Old Town,4131318,Diego,,Marchmont West,55.936873759486105,-3.197955690515103,Private room,150,1,0,,,1,282,0,
3696580,Beautiful 2 bedroom apartment with parking space,15524357,Vicki,,The Grange,55.93462,-3.18195,Entire home/apt,233,2,174,2024-09-10,1.42,2,340,40,EH-68706-F
3707463,Prime flat in heart of Old Town.,5663384,Cluny,,"Old Town, Princes Street and Leith Street",55.9512,-3.18347,Entire home/apt,225,3,382,2024-09-06,3.10,1,262,23,
3720751,room with 4 poster bed,19003261,Duncan,,The Shore and Constitution Street,55.97601,-3.16813,Private room,46,2,248,2024-09-08,2.01,1,24,29,
3724162,"Twin beds, ensuite shower & breakfast.",15793128,Clarance,,The Grange,55.93336,-3.1863,Private room,,3,41,2024-08-04,0.42,3,0,6,
3728430,Stylish Very Comfy Apt with Parking & Super Host,19048456,Jane,,Newington and Dalkeith Road,55.93589,-3.17245,Entire home/apt,230,2,267,2024-09-08,2.18,1,282,28,
3736599,Royal Mile 4 Bed Luxury (incl Sauna & Jacuzzi),17979378,Tim,,"Old Town, Princes Street and Leith Street",55.95113,-3.18976,Entire home/apt,500,1,241,2024-09-06,2.31,2,239,32,Awaiting allocation from authority
3743460,Private room in stylish Bruntsfield flat,19146364,Christopher,,Bruntsfield,55.93886,-3.21137,Private room,63,1,95,2024-06-10,0.77,1,1,4,EH-69860-F
3755672,Castle view&Grassmarket Studio Flat,16978024,Dmitriy,,"Old Town, Princes Street and Leith Street",55.94655,-3.19972,Entire home/apt,180,2,291,2024-09-10,2.37,1,319,53,EH-68958-F
3773949,"Bright, clean flat close to Edinburgh city centre",18243423,R,,South Leith,55.96541,-3.17459,Entire home/apt,166,2,110,2024-08-15,0.90,1,21,9,EH-68534-F
3782658,"Heart of the Old Town, Bright and Homey 2-Bed",1436269,Med,,"Old Town, Princes Street and Leith Street",55.94911,-3.1933,Entire home/apt,246,2,105,2024-09-08,0.87,1,321,53,
3797987,Main Large Room,19504588,Sean,,Broughton South,55.96145,-3.18077,Private room,186,1,54,2024-05-26,0.44,4,363,4,
3805744,Richmond Place [367],19173145,Anabel,,"Canongate, Southside and Dumbiedykes",55.94708121937847,-3.1837856375008133,Entire home/apt,220,1,202,2024-08-30,1.65,26,230,31,EH-70619-P
3834276,Walk the Royal Mile from an Artsy Flat,1647713,Dunc & Dee,,"Old Town, Princes Street and Leith Street",55.94972,-3.18506,Entire home/apt,166,3,579,2024-09-05,5.14,3,30,55,
3841834,Stylish Two-Bedroom Apartment in Central Edinburgh,14931637,Murat,,Tollcross,55.94818,-3.20859,Entire home/apt,300,2,46,2024-06-09,0.37,3,13,2,
3876179,⭐CITY CENTRE ⭐PARKING ⭐15 MIN CASTLE ⭐8 MIN EICC ⭐,20028464,Lisa McKinney,,Tollcross,55.9422,-3.20564,Entire home/apt,81,3,50,2024-08-25,0.44,5,12,4,
